Sample number,Protein,concentration (mg/ml),Spinning device,Extrusion device,Number of baths,Temperature SB,Spinning Buffer,SB pH,SB conc. (mM),NaCl (mM),Capillery type,Capillery size (um),Reeling speed (rpm),Flow rate (ul/min),pumppressure (bar),Temp C (spinning),Humidity (spinning),Continous spinning,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,Diameter (µm),Strain (mm/mm),Strength (MPa),Youngs Modulus (GPa),Toughness Modulus (MJ m-3)
B184,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,111.90191081670001,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,1.7240204101280447,73.80464387042144,1.9,58.930768521174336
B184,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,111.90191081670001,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,22.0,2.0562805174038434,66.0467233361245,1.5,53.12881511671556
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.0,1.021265852861683,105.63332411055843,3.2,89.16472571364262
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,1.1262197856964864,80.05815877160201,2.8,74.74391449833578
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,2.266551782194888,66.0,2.4,101.80645600826844
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,1.2842658136618983,89.26886795225654,2.3,89.6323440016962
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,1.7775459681766457,95.48416321137114,2.8,129.79101300456028
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,9.0,1.3520183604733187,86.20083221964654,2.8,93.3963272690232
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.0,1.2089932042032154,100.6875842539778,2.8,95.53847529224385
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.0,1.0614332772707824,129.5984775539783,2.7,107.58939522313892
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.0,1.7998017255764192,80.0,2.9,95.79451252710028
B185,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,10.0,14.410042736100001,22.1,0.4,discontinous,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,8.0,0.9902472623456482,98.44986575410576,2.7,76.01868750607946
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.0,1.1836002153668217,174.817444703546,3.8,168.24595337582488
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.1149291804385155,124.337839448682,3.1,113.72589417849652
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.3198314165581544,123.43031721018586,2.8,121.47938666669867
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.04305582955218,133.3175454841419,3.4,112.8844504504336
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.1646269640040727,146.88091388064836,2.6,137.35055491011454
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.1120629249854432,136.15686966890132,3.1,123.32679613030474
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,10.0,0.7979361179361179,155.70764702452485,3.3,102.68688589661735
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.2852666453776147,113.69816927894212,2.9,109.867483475172
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.257238395745272,118.62825889945208,2.6,113.34669150247788
B186,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,20.0,24.338493233700003,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,11.0,1.3250980744467409,138.38146117429358,3.3,133.68967922717886
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.289139661457033,122.44955652648548,2.1,125.50735552991404
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.1613237639553429,118.67313626265728,2.7,114.5149845538599
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.3272307323121224,106.08488972090598,2.5,111.76648493166182
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.4605305241274538,108.96962178534751,2.2,125.3157458526685
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.450898524278007,120.9457777505734,2.6,137.79458203118372
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.419545029728171,104.12410082201386,2.8,119.67307836738784
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.2804639072185562,103.32351897766098,2.5,107.90485996167598
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.3315230905419786,120.9452503732472,2.4,129.91371292021142
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,13.0,1.3133826295518556,121.90673457856732,2.7,126.56480906704692
B187,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,30.0,30.0611417844,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.2321164528633657,104.63378640711552,2.6,106.51187600066068
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,16.0,1.749625483,82.71018792,2.3,107.1543748
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.4185713859999405,83.76439246485478,0.7,85.88402169783093
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.4556523803400627,97.6986584827871,2.1,108.9258055768598
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.3463837594696968,81.86805778113833,1.6,81.21090240142068
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,12.0,1.0026114327134077,109.60691462793932,2.3,87.02520385936516
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,22.0,0.0382495174033314,54.30364027635253,1.9,1.30879631602156
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.4188640467710232,97.73445210468245,2.2,104.80033555749904
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.4626486742798437,84.05412519681228,2.2,92.17421373741556
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,15.0,1.548009947784042,86.64576184880256,2.1,99.81857613172082
B188,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,35.0,47.2980350094,22.1,0.4,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,14.0,1.3915721393034823,91.83915812895486,2.0,99.39184100131594
B2,A3IA,205.0,Hulk,HPLC pump,1,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,100.0,100.0,65.0,23.0,22.0,0.13,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,19.0,1.75,72.0,2.4,102.0
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,20.0,0.0917223107530771,119.09325659151888,2.4,5.786648545100597
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,20.0,0.0791859407547944,102.4014044699271,2.2,5.169876874341448
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,20.0,0.099003593434268,102.33971601398468,2.6,6.669344507588711
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,18.0,0.0677484432891699,142.38602461008193,2.5,6.19465332421599
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,0.0786680946353811,96.20237104456324,2.3,4.405668266212111
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,22.0,0.0851541799470066,92.89366310852166,2.3,5.457693542643674
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,0.1068160616105277,120.44886513497649,2.3,5.897454091364457
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,0.1473710672364782,104.19782456753498,2.5,10.991143741924247
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,22.0,0.1046722945245632,110.63849222559008,2.0,6.47946307247429
B224,A3IA,197.0,Venom,HPLC pump,2,22.0,Acetate (Na),5.0,750.0,0.0,PEEK tubing,75.0,100.0,65.0,49.5733049151,22.2,0.35,yes,8.592079741852926,-2.700894999720614,-3.547426323087345,-3.822950142185724,-0.4673777012869061,1.8335749344424257,-2.1712090683758967,-1.6713390338342045,1.2473765574805644,1.0820051952153398,-0.7951583195080875,-2.008339426623896,-0.504809568252209,-0.111406965281099,0.4582205470061594,21.0,0.0984652124530389,96.30720398757758,1.9,6.289154040417321
